UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,mode
8.258154,7.940291,2.743091,-0.7353126,6.70382,1.3053889,2.6850607,8.419483,5.9802394,5.4300485,6.3960743,4.005101,1
8.576286,7.027735,3.3785748,-0.74655104,6.21091,0.7627836,2.2527456,7.790174,6.1450176,5.021194,6.846642,3.4288232,0
9.265243,7.2198815,3.7724645,-0.02892751,6.869723,1.7903317,1.6031566,8.481106,5.2345295,5.512051,6.8279214,4.317296,1
8.434875,6.985032,2.9882956,-0.33760375,6.0258064,0.722371,2.4215121,7.655462,5.8872504,5.2647743,6.8692484,3.5420516,0
7.9847527,7.4704823,2.4222767,0.16474335,5.9696693,1.2865155,2.6108227,7.8594584,5.7367964,5.3945,6.362253,4.473355,0
8.007691,7.744169,2.6898212,-0.27485648,6.2946587,1.4342731,2.9440837,8.055431,6.078721,5.3065147,6.174939,4.376223,0
8.542802,6.714357,0.19589187,2.1792958,4.8397546,-0.18758388,3.8318892,6.4711843,5.638516,6.421653,6.929968,4.440859,1
7.8870907,7.530676,2.6893573,-0.25015575,6.043899,1.318856,2.36031,7.968713,5.754493,5.1405196,6.4370637,4.5131817,1
7.5260406,7.821363,2.231004,-0.8555129,6.070974,0.8546544,2.271919,8.1198225,5.6449714,5.1827855,6.721782,4.12745,1
8.04158,6.5760393,2.147915,0.7675559,5.2804804,0.48232433,3.100262,6.9501386,5.1486487,5.7903047,7.099801,3.764077,1
9.52968,7.1649365,3.3755362,0.61405414,6.9846187,1.8702108,1.5580704,8.587703,4.5169277,6.131354,7.084945,4.386972,1
8.588817,7.241265,2.8168643,-0.73435295,6.489233,0.61161375,2.5900524,8.083903,5.4252114,5.462581,7.0923033,3.3909934,1
8.4796295,7.324178,3.3050797,-1.0542384,6.5622687,0.8946879,2.5424004,8.121287,5.6706457,5.157517,6.957017,3.5749302,1
7.972165,6.736085,2.089413,1.6423352,5.1174846,1.2402196,3.6961825,6.831672,5.8398333,5.6975064,6.0641503,4.6897326,0
7.8651156,6.50608,2.081709,2.0838044,4.800774,1.2921648,3.940993,6.411919,5.6064095,6.0515327,6.249318,4.537564,1
8.305369,7.5622225,1.873431,-0.3290497,6.518935,0.59896916,3.0215952,8.213547,4.4872246,6.1952906,7.3065877,3.6174967,1
7.9885683,7.604864,2.5470371,-1.2186391,6.575001,0.62193173,3.0761573,8.235633,4.758797,5.4958353,7.3113146,3.649766,0
8.071342,6.8207192,1.9665748,0.64339185,5.51627,0.49113083,3.01716,7.2016463,4.987599,6.036221,7.176678,3.630405,1
8.811359,7.191902,3.406149,-0.76956815,6.762114,1.0671197,2.5850801,8.227365,5.02041,5.4821258,7.1977973,3.6724913,1
7.934379,7.499482,2.1015632,-0.5846402,6.167911,0.56388813,2.689016,8.02887,5.044701,5.577709,7.0885878,3.7848022,1
7.9992676,8.078732,2.2261992,-0.57139254,6.669139,1.2448688,2.9133847,8.490099,5.360113,5.7243032,6.5643444,4.210367,1
8.158181,6.5526567,2.4261284,1.1707875,5.2984734,0.9594274,3.5362754,6.8396006,5.441392,5.8447433,6.6796403,4.038339,1
8.141416,6.564186,2.2183564,0.7074431,5.3645344,0.4880261,3.0112412,7.0467305,5.151529,5.7046394,7.07644,3.7931142,1
8.4610405,7.305744,3.2088609,-0.91490704,6.3644986,0.82050896,2.2730296,8.000003,6.199122,5.057253,6.752396,3.4929578,0
8.4967165,6.700587,0.34327993,2.1268423,4.8801403,-0.09103933,3.8040822,6.5105505,5.640622,6.368356,6.895106,4.4265857,0
8.348011,7.325751,1.3170558,0.86311424,5.9890556,0.61192596,2.7827473,7.8200936,4.681356,6.5265446,7.098362,3.827824,1
8.891008,6.95515,2.8876894,-0.3419048,6.4210863,0.58820665,2.6311755,7.924151,5.355461,5.5903378,7.139598,3.3050277,1
8.598574,7.1516047,3.0729303,-0.74200475,6.4213333,0.7147857,2.3315794,8.02985,5.5178347,5.327883,7.0892267,3.4656777,1
7.9972844,6.6773014,1.960656,1.884423,5.0715737,1.2432702,3.5760715,6.7976656,5.533116,6.0162163,6.235235,4.5949016,1
8.127251,7.138253,3.0738335,-0.8274904,5.9895406,0.65995723,2.2684157,7.7116957,6.053212,4.959109,6.85974,3.5687377,0
8.075035,7.459417,1.8772602,-0.23538223,6.144283,0.48210287,2.6169477,7.93667,4.964449,6.026626,7.255449,3.4993672,1
8.005895,7.437815,2.0280929,-0.37572816,6.1055846,0.5430501,2.644032,7.9492626,5.076548,5.722162,7.1018205,3.6939292,1
7.9536896,6.6994853,2.3931384,1.5477924,5.165471,1.3649465,3.5588176,6.781847,5.5408154,5.940565,6.3916125,4.4357934,0
8.279491,7.0996766,1.8448013,0.4540307,5.845161,0.47735053,2.6416342,7.5725446,5.108839,6.1854177,7.167581,3.4433455,0
8.183822,7.807643,2.8734524,-1.0253066,6.5681562,1.0669259,2.4226258,8.31436,6.152599,5.1835012,6.5256042,3.7989933,0
7.9602437,7.5219536,2.29248,0.19630027,5.973193,1.261424,2.589441,7.895277,5.66748,5.4680324,6.3838153,4.4756455,0
7.818328,7.560486,1.9032702,-0.23599018,5.9851546,0.67372054,2.521684,7.9212103,5.2483125,5.7319884,6.9424396,3.86276,1
7.7938027,6.754552,2.6114194,0.6344993,5.2650824,0.97930235,3.353102,6.924266,5.8091483,5.3223333,6.520713,4.2404985,1
8.489852,7.6774282,2.36209,-1.1806753,7.0097685,0.5271247,3.1426587,8.566958,4.2836065,5.953991,7.5187683,3.3819172,1
8.622462,7.2920704,1.8927462,0.41853482,6.207984,0.62427753,2.474615,7.910677,5.253082,6.2729936,7.017628,3.4213176,1
9.418281,7.02044,3.9986558,-0.03679989,6.8768177,1.8089372,1.5689269,8.403395,5.0734015,5.503837,6.968668,4.262721,0
7.898255,8.076239,2.4860032,-0.62985575,6.470395,1.3757634,2.6819506,8.331312,6.1633472,5.3233147,6.1812296,4.2707634,1
8.145339,7.722675,2.3344798,-1.1466355,6.731209,0.6078556,3.0079224,8.406014,4.6762695,5.712894,7.3156986,3.592385,0
8.164236,7.668171,1.509317,0.52563494,6.1741123,0.91626877,2.8053975,8.0217495,5.024658,6.4062715,6.8078356,3.9456923,1
9.440277,7.0643463,4.002161,0.054440606,6.898028,1.9134984,1.5049435,8.45562,5.0335994,5.528879,6.91662,4.3805785,1
8.051989,7.2645397,1.8918911,-0.09707895,5.9992347,0.46763727,2.8129656,7.8093495,4.774521,5.879365,7.2304506,3.7107334,0
7.885652,7.819844,2.4843059,-1.359006,6.6174064,0.71426225,2.7853005,8.407198,5.0281653,5.357695,7.1257186,3.804619,0
9.153475,6.7886453,4.054492,0.028410537,6.51569,1.7489511,1.3868052,8.142996,4.9420877,5.2626157,7.051722,4.412657,0
8.661248,7.331475,1.8808976,0.41688263,6.2603836,0.6551013,2.4308097,7.9682336,5.230365,6.308287,7.015555,3.4314122,1
8.590348,7.484302,2.3712664,-0.97157687,6.8841877,0.46183795,3.131366,8.410987,4.3386655,5.9804554,7.543856,3.3129911,0
7.909631,7.883781,2.094671,-0.27403992,6.300344,1.1492579,2.54392,8.25447,5.5072694,5.6106143,6.5307484,4.2772,0
8.7523985,7.1981797,2.8325696,-0.7689238,6.6390986,0.5666656,2.7369847,8.155284,5.0755167,5.615612,7.2859163,3.2951756,1
7.7836823,7.706801,2.4582376,-0.74831164,6.1325955,0.9359288,2.1254134,8.126435,5.7964406,5.1558976,6.6557503,4.091043,1
8.334994,6.716423,3.0498762,0.30613005,5.6920514,0.96252084,3.2817066,7.137061,5.8354774,5.429081,6.6976194,3.7480364,1
8.3580065,7.372805,2.2341614,-0.627864,6.475178,0.4360753,2.9725175,8.121615,4.6070204,5.897186,7.42955,3.3904157,0
8.499303,7.2859893,3.3345485,-0.94397664,6.3617287,0.8600164,2.2852256,7.9704943,6.3499675,4.97153,6.6767683,3.4819834,0
8.17673,6.906336,1.613961,1.9687713,5.3509126,1.2778983,3.8287218,6.9920526,5.2750697,6.42959,6.2549944,4.564583,1
7.9671617,6.994564,2.2292328,1.3215594,5.397134,1.4063991,3.5769265,7.1108174,5.825825,5.7027717,6.0632143,4.681433,1
8.697396,6.752211,3.1525402,-0.22524501,6.003014,0.61221665,2.512682,7.5062714,5.9683514,5.3070846,6.937292,3.2850292,1
8.696679,7.767713,2.5534585,-0.08202442,6.6896954,1.2873538,2.6366036,8.303885,6.0818067,5.8554816,6.356338,3.766652,1
7.904583,7.5415745,1.639263,-0.113364615,6.0495534,0.49581495,2.607218,7.924774,4.8618755,6.103516,7.2367663,3.635013,1
8.156099,7.1110644,1.4751934,2.0796807,5.4425664,1.4482607,3.6658528,7.184772,5.311877,6.552735,6.076243,4.672902,1
9.178089,6.7023883,4.077987,0.19248694,6.433894,1.8060925,1.3820902,8.0622,4.8698416,5.2711697,7.0483356,4.487526,0
8.326864,7.6019416,1.8843966,-0.383768,6.5830708,0.62085474,3.0475764,8.268261,4.454614,6.21164,7.308435,3.6211772,1
7.9217405,6.6574135,2.0907335,2.131124,4.9571524,1.5031346,4.010899,6.5544376,5.6240916,6.1531744,6.0954037,4.668453,0
8.999208,6.8947926,2.9829574,-0.3682831,6.4784884,0.5754228,2.6761336,7.926307,5.3023524,5.6016636,7.193627,3.2337878,0
8.231921,6.8826413,1.7704756,0.95972484,5.6008143,0.65627676,2.987452,7.372558,4.914154,6.0670204,6.9554214,4.0016294,1
8.488926,7.5432086,1.9166981,0.62609124,6.30161,1.1476494,2.7367027,8.064719,5.2715025,6.220074,6.6095905,4.072164,0
7.5486126,7.4367747,2.7372725,-0.84986985,5.887362,0.85807604,2.5610306,7.76231,5.737625,4.92663,6.7596006,4.095581,1
7.9187794,7.678191,1.4506464,0.002985488,6.066049,0.54730046,2.420845,8.02601,4.996436,6.172954,7.110236,3.6980774,0
8.421325,7.6508474,2.4138532,-1.1343803,6.8905573,0.5586868,3.088787,8.460687,4.55242,5.826335,7.416473,3.4202006,1
8.251394,7.4905066,1.3008775,0.6722128,6.0445013,0.63591677,2.6106505,7.908248,4.871103,6.5593596,7.0531263,3.688711,0
7.934352,6.676461,2.5945287,0.20592563,5.3888054,0.58163637,2.817915,7.096183,5.4723597,5.326745,6.996443,3.8425653,1
7.545572,7.8771114,2.4868064,-1.1423298,6.257492,0.9574401,2.4728253,8.229858,5.599996,5.04906,6.717213,4.1843424,0
8.793767,7.367874,3.433073,-0.8853067,6.8966537,1.2063513,2.4311407,8.417872,5.076308,5.4454226,7.114272,3.8064332,1
8.425594,7.524581,3.259214,-1.1532829,6.487167,0.8936604,2.260242,8.139949,6.5762672,4.939691,6.534281,3.4686017,0
8.571436,7.331651,1.8438047,0.45760822,6.1825113,0.65748614,2.5233922,7.8983555,5.245897,6.3099804,6.9849143,3.4634519,0
8.28234,7.2098727,2.7823396,-0.26791394,6.0738993,0.88092715,2.5885189,7.761463,5.885172,5.3344903,6.6915355,3.7706091,1
7.684538,7.0860567,2.281768,-0.24202283,5.5703993,0.4987756,2.5051754,7.435141,5.3484015,5.333367,7.109256,3.8952336,1
8.406117,7.6418333,1.4081969,0.6129097,6.2990427,0.8222324,2.5460067,8.147545,4.839614,6.5918827,6.986257,3.7977002,1
8.491796,7.673568,2.4933367,-1.2194073,7.018706,0.6351465,3.0464325,8.587041,4.5117946,5.845533,7.43285,3.4732666,1
8.238795,7.1146536,2.7511628,-0.41713393,6.0020146,0.6614371,2.3830886,7.7223716,5.705381,5.3208437,6.9410057,3.5981197,0
8.075804,6.9207807,1.5514513,2.383583,5.1764197,1.537637,3.882335,6.8838344,5.3984094,6.5136952,5.9518857,4.807406,1
8.390581,6.9700108,1.9132831,0.8242577,5.81459,0.7473531,2.8325238,7.5828505,4.9405727,6.020007,6.9332376,4.0195856,1
7.885865,6.5858,2.053564,1.9777994,4.8830047,1.2821857,3.781029,6.569995,5.6816216,5.9209228,6.1629176,4.6473923,1
8.147188,6.6470265,2.150269,0.6013251,5.46073,0.4382045,2.9673622,7.143474,5.0398912,5.8067694,7.1745014,3.6726253,0
8.82861,7.225984,3.625946,-1.0627867,6.47936,0.8109746,2.2412202,7.986829,6.746278,4.875069,6.618942,3.2265642,1
8.38371,7.8709464,2.3895268,0.025830153,6.555971,1.4355395,2.7028794,8.294085,5.9078903,5.804584,6.2704015,4.1582355,1
7.617632,7.799238,2.628998,-0.5946659,6.1423473,1.313573,2.8555572,8.019982,5.95145,5.078149,6.2940197,4.472791,0
8.314004,6.9101496,1.7582943,1.1408079,5.6656203,0.805101,3.364072,7.3256745,4.9346814,6.2296023,6.8353095,4.088003,0
7.5728326,8.1172085,2.3450506,-0.9984429,6.329686,1.1436307,2.3830392,8.347649,6.004971,5.126074,6.390682,4.2608066,1
7.876323,6.584796,2.3376036,1.5119659,5.035737,1.1783426,3.5549698,6.654829,5.5117364,5.9170403,6.5211973,4.2963157,1
8.004525,6.698628,2.4480317,1.5597056,5.209775,1.4133483,3.4536326,6.831289,5.470335,5.9776616,6.42976,4.4439545,0
9.552594,7.140931,3.4768295,0.6397016,6.9776015,1.9391327,1.5333889,8.566173,4.5830164,6.0697517,7.0209928,4.463482,0
8.523345,7.658834,2.3277354,-1.1538742,7.0279465,0.4958596,3.1651468,8.5758,4.219554,6.01227,7.5671015,3.3522334,1
8.220036,6.9164977,1.716219,1.0138453,5.6052537,0.7027612,3.0088646,7.3899274,4.8584094,6.125159,6.9265137,4.0462995,0
8.059008,8.043836,2.1410382,-0.15688583,6.528503,1.3936099,2.7563705,8.398605,5.593662,5.780904,6.3529606,4.353648,0
8.052231,7.767105,2.513198,-1.3208514,6.7196445,0.6874564,2.8952622,8.42471,4.870083,5.473698,7.215357,3.684185,0
8.063398,7.9704213,2.5874166,-0.5491449,6.675589,1.4221398,3.1657312,8.388017,5.574899,5.5678673,6.3957076,4.3121743,0
8.091237,7.4283047,1.2761333,0.5699668,5.941914,0.5034216,2.6712248,7.839338,4.6446376,6.4291124,7.2026486,3.7427478,0
8.082191,6.671687,1.7914536,2.0367393,5.0786915,1.2141824,3.624523,6.8461285,5.587476,5.985153,6.0840445,4.73757,1
7.9655375,7.823401,2.865623,-0.887969,6.4023786,1.2172732,2.6401365,8.178214,6.281926,5.0589013,6.316353,4.0601945,0
8.083643,7.485472,2.4885125,-1.0747267,6.5384183,0.5361633,3.1371112,8.1537895,4.6194224,5.6237893,7.4262886,3.535603,1
7.913653,6.578119,2.1544952,1.5777476,4.9751835,1.0756205,3.6577156,6.6677756,5.7705817,5.6511183,6.253837,4.5344377,1
7.90192,6.476816,2.255089,1.6085857,4.950579,1.0599967,3.7085562,6.5140166,5.4515095,6.005527,6.607943,4.167655,0
7.7923155,7.424804,1.6856698,-0.113647,5.864586,0.41137984,2.5203145,7.7698445,4.9354343,5.9833164,7.271261,3.606203,0
8.394303,7.456191,1.3077567,0.7342504,6.147503,0.64185685,2.7051272,7.955297,4.671473,6.659194,7.1313734,3.6825218,0
8.607151,7.707145,3.0497928,-0.7972121,6.762994,1.1674466,2.5619426,8.349752,6.1899195,5.3705506,6.4768395,3.65954,0
8.506442,7.7350655,2.3226943,-1.2366878,7.0988636,0.5049621,3.1822078,8.652895,4.149438,6.025948,7.5865793,3.3565044,0
7.9087186,6.5956197,2.0526745,2.2034287,4.8834333,1.45597,4.046128,6.4739356,5.599146,6.185075,6.126499,4.637174,1
8.35536,6.473517,2.414211,0.64894444,5.4745417,0.50638187,2.9701893,7.119093,5.181521,5.580917,7.0517316,3.8104463,1
8.304116,6.816724,1.75322,0.9364203,5.6083803,0.53910273,2.938578,7.367786,4.867557,6.076459,7.059095,3.901061,0
8.455103,7.1544037,2.9273171,-0.5512999,6.2157764,0.7120926,2.3139973,7.874193,5.7763295,5.316591,6.9368634,3.50296,0
8.408535,7.515444,1.3042932,0.76381713,6.1938047,0.7196301,2.6457853,8.036908,4.6705127,6.638647,7.075015,3.8012316,0
7.677696,7.2880664,2.565225,-0.61362594,5.7960525,0.69526744,2.204105,7.7126503,5.517534,5.1365223,6.990199,3.9551215,1
7.93617,6.718576,2.2794554,1.7607081,5.1052675,1.44675,3.7007856,6.7323184,5.5961432,5.9960666,6.2454705,4.5687265,1
8.606946,6.679308,0.06471285,2.277392,4.7639403,-0.2697265,3.9286115,6.3833504,5.6937504,6.5121055,6.892007,4.512209,0
8.522492,6.6909103,0.24899624,2.163035,4.850718,-0.1491584,3.836328,6.477747,5.628982,6.4126782,6.9041095,4.438831,1
9.292087,6.885536,3.9740386,-0.15451843,6.7102766,1.5956652,1.6959559,8.220377,5.045986,5.4207554,7.0827446,4.0858264,0
9.455871,6.7674975,4.172544,0.39822337,6.6663613,2.0266817,1.475985,8.198217,4.7704167,5.530757,7.004884,4.5325594,0
7.502286,7.8892527,2.4447803,-1.0749002,6.173771,0.96750957,2.3514707,8.190829,5.7631016,5.019339,6.634915,4.1982775,0
9.02967,6.9145155,3.034531,-0.46078065,6.5470896,0.57484686,2.7102597,7.974415,5.2633047,5.594077,7.2292438,3.2003105,0
9.370605,7.3081465,3.2846758,0.45591658,6.9962,1.8363582,1.8037931,8.5929785,4.72058,6.068008,6.9376893,4.383513,1
8.169464,7.046153,1.6664935,0.6822855,5.7447314,0.5672012,2.9299989,7.5412273,4.7601337,6.1115646,7.091786,3.906138,0
8.093805,7.749193,1.3621571,0.115124375,6.269828,0.6416966,2.6268044,8.16384,4.737541,6.4272623,7.130697,3.7299397,1
8.489512,6.6701503,0.33296028,2.1326048,4.8634715,-0.08944039,3.8302503,6.495542,5.629312,6.3954577,6.8687625,4.4426193,1
8.357557,7.371681,3.1978414,-1.0605696,6.520423,0.872444,2.6618075,8.09532,5.6203456,5.175412,6.9513187,3.6117651,0
8.138675,6.834475,2.043406,1.2443758,5.431607,1.0292072,3.2802644,7.17331,5.389327,5.830256,6.48381,4.3927274,1
8.312803,7.532902,2.0862784,-0.6781261,6.611336,0.50580496,3.0537946,8.260029,4.44607,6.025717,7.4250116,3.4957695,1
8.25488,7.3454576,1.9631158,-0.23574512,6.300946,0.5143569,2.9806075,8.007698,4.5262027,6.0387063,7.3400693,3.6259625,1
8.909387,6.8790836,3.6001837,0.2894266,6.3145833,1.6570077,1.6460096,8.036392,4.9737005,5.367864,6.915833,4.5245633,0
7.995308,6.6201444,2.0069191,1.7523102,5.0220942,1.1275324,3.684902,6.7460413,5.763492,5.729297,6.130967,4.648124,1
7.769256,7.357496,1.8395952,-0.22922528,5.8241086,0.41725522,2.4748611,7.751308,5.0199866,5.761674,7.2158933,3.6902108,1
7.928261,7.035937,2.3570206,0.75372344,5.487529,1.1591378,3.2092683,7.254851,5.8690324,5.4135265,6.2747498,4.5027,1
8.827386,6.8663955,2.867983,-0.21219933,6.2481174,0.5608654,2.5325916,7.782883,5.45222,5.5551353,7.1188335,3.3214488,1
8.229008,6.500212,2.2303638,0.75280917,5.3722224,0.4611651,3.0099378,7.0428815,5.132179,5.6889462,7.084791,3.8031464,1
8.607219,7.5753126,3.3071692,-0.9412147,6.8669553,1.263437,2.4959912,8.445606,5.428386,5.360358,6.8640056,3.8836312,0
8.333052,7.4784923,2.5671833,-0.8294288,6.500072,0.6436402,2.6848433,8.183981,5.3701816,5.4891677,7.018233,3.5419495,1
8.098349,7.313482,2.0901532,-0.43218425,6.1579876,0.44941565,2.8585458,7.9280863,4.8274007,5.724537,7.242524,3.6372666,0
8.205118,7.2968717,3.0948915,-0.98628235,6.1595287,0.69852155,2.1153233,7.901971,6.209029,4.942751,6.7814703,3.521396,1
8.249415,7.868067,2.148164,0.1895928,6.456547,1.4206369,2.6857388,8.293231,5.5514517,5.894649,6.36441,4.3532825,0
8.24079,7.860679,2.9005497,-1.0420481,6.6100445,1.105927,2.3752966,8.354192,6.3324585,5.1688924,6.429352,3.7684565,1
8.156011,7.547863,1.3592179,0.6221256,6.036211,0.73131764,2.6652021,7.9190655,4.928506,6.470836,6.9570794,3.8117821,0
8.150094,7.400795,2.417035,-0.9030847,6.474308,0.49313614,3.1253324,8.084549,4.592517,5.708059,7.445551,3.4943123,1
8.4321575,7.5167956,2.2843826,-0.9044441,6.7668314,0.4919057,3.103923,8.34974,4.4046574,5.9503107,7.488108,3.4115112,1
7.88759,7.994267,2.573223,-0.5877665,6.5343795,1.4292519,3.046695,8.322058,5.7468667,5.402454,6.3089814,4.405101,0
7.8752627,6.511149,2.3011496,1.3644575,5.0295825,0.98308617,3.516855,6.624565,5.4168525,5.9428306,6.7309136,4.0749598,1
7.862484,7.5154085,2.678369,-0.6794062,6.114589,0.94515806,2.332561,7.9805946,5.717756,5.1521993,6.7425237,4.0504546,0
7.898997,7.4770403,2.9645226,-0.56008464,6.082834,1.170799,2.947251,7.7780647,6.2297707,5.021753,6.348049,4.104387,1
8.995424,7.4057517,3.3713546,-0.2698963,6.9669256,1.587786,2.16338,8.551621,4.8914695,5.693661,6.9664483,4.207429,0
7.5298414,8.006673,2.0921865,-0.8024333,6.166755,0.96543896,2.2734935,8.248339,5.7319927,5.279572,6.585378,4.2018433,1
8.004728,6.7212324,1.7924567,2.1538453,5.03827,1.3511614,3.7670822,6.783236,5.628336,6.0580974,5.986111,4.8066034,1
7.528632,7.850702,2.2981732,-0.91958696,6.1213236,0.9016403,2.3144472,8.155837,5.666305,5.14285,6.693552,4.1584888,1
7.892914,6.7041116,2.3805785,0.2870136,5.367873,0.48597988,2.8783655,7.0746937,5.279497,5.542748,7.130394,3.717574,0
9.348091,7.139032,3.2385538,0.5610289,6.8738766,1.7322336,1.7533494,8.498142,4.5123744,6.046859,7.0653815,4.3864484,1
8.344091,7.4150696,1.9966022,-0.39994502,6.47562,0.4908605,3.0821059,8.123343,4.447996,6.099682,7.4038577,3.5145783,1
8.041402,7.929929,2.6932783,-0.65928096,6.6806493,1.3942537,3.213442,8.367674,5.56024,5.4886394,6.440144,4.2885556,1
8.080278,7.27384,2.046702,1.231197,5.7465577,1.5227503,3.635156,7.448888,5.5680346,5.9986525,6.0679755,4.714653,1
9.211054,7.0255184,3.895117,-0.019040272,6.710411,1.771656,1.5423689,8.322417,5.136534,5.3823347,6.904927,4.367542,0
8.53874,7.124405,3.2467346,-0.6914071,6.529707,0.9630041,2.901632,7.988008,4.9116435,5.505526,7.2512903,3.6765206,0
9.465034,7.0527277,3.585552,0.7512701,6.833799,2.0466027,1.7196444,8.397867,4.6328316,5.9877653,6.9105444,4.588145,0
8.68936,7.1347666,3.4707174,-0.8899007,6.345483,0.7882148,2.2610633,7.890439,6.4454436,4.9640365,6.7177277,3.32602,1
7.6503115,8.227868,2.1952372,-0.9453289,6.4247584,1.1436167,2.3398168,8.451492,6.0077634,5.286184,6.376888,4.1919813,0
8.000651,6.5643506,2.5668,0.4694536,5.301553,0.61806947,2.9729972,6.983546,5.533192,5.3445196,6.8871117,3.9082873,1
9.44873,7.046855,3.9829488,0.061839767,6.8991055,1.8892866,1.5117117,8.447854,5.015786,5.5487127,6.942986,4.354789,0
8.591144,6.7244987,3.036147,-0.13338761,5.895417,0.57468325,2.54959,7.4227414,5.879394,5.3540673,6.9760766,3.319473,0
7.951027,7.0181904,2.058802,0.02913766,5.6957045,0.3783031,2.7239351,7.4676814,5.0824804,5.739937,7.2361336,3.600542,0
8.478162,7.666783,3.1777477,-1.092326,6.662233,1.0421104,2.344373,8.310829,6.382723,5.125158,6.5244913,3.5805864,1
9.351455,7.049658,3.9759402,0.10134407,6.8062525,1.9284321,1.5382748,8.388335,5.02105,5.479531,6.890484,4.4515786,0
8.515811,7.9871287,2.0948246,0.2976274,6.667578,1.474045,2.8482263,8.370436,5.8202047,6.1430616,6.2327213,4.1030436,1
7.991306,6.720437,1.7629876,2.3723626,4.981419,1.4910575,3.9954562,6.638277,5.5003777,6.3478084,6.0098257,4.758827,0
8.094536,6.8526783,1.6325259,2.278677,5.178617,1.4659051,3.9561818,6.8279095,5.34849,6.482392,6.064922,4.720656,1
8.779041,7.1315155,2.6277926,-0.6885793,6.6559286,0.4300706,3.0313082,8.121122,4.6605105,5.8271546,7.480116,3.219241,1
8.303236,7.3929706,2.1835961,-0.64507854,6.4902105,0.45255545,3.0598707,8.124995,4.5232873,5.917483,7.434097,3.4603162,1
7.9596834,7.7484965,2.5506928,-0.116468,6.226324,1.4610116,2.8853188,8.042509,5.9731565,5.370584,6.173128,4.488141,1
9.309616,6.6679935,4.0988903,0.24685614,6.5086303,1.8000659,1.3027068,8.119533,4.682573,5.400539,7.1710835,4.4330907,1
9.608554,6.9916167,3.7521095,0.4613701,6.9454646,1.8790208,1.4012023,8.510513,4.5263557,5.9301634,7.1638103,4.3530416,0
7.7372913,7.822786,2.4719942,-0.9524562,6.226982,0.9254894,2.2242408,8.202737,5.868018,5.119825,6.631887,4.0366964,0
8.025146,6.56076,2.4116926,0.5891689,5.301872,0.56068254,3.0328763,6.9725575,5.3714542,5.5160027,6.9765577,3.8444479,1
7.9862576,6.6966257,1.9784813,1.7624232,5.1181993,1.1885874,3.5160265,6.825891,5.441071,6.0856705,6.3730855,4.4468217,1
7.8470817,7.2361717,1.9615366,-0.13670868,5.7958426,0.42755523,2.604278,7.6322665,5.025666,5.8011765,7.2544594,3.6173472,1
9.099235,7.1877875,2.9934576,0.5911805,6.6680617,1.624604,1.9435605,8.350147,4.6890736,5.9930687,6.939357,4.408418,1
9.249626,7.157622,3.1094334,0.4936427,6.8184433,1.5998006,1.8686626,8.452714,4.538048,6.0423684,7.0828176,4.297792,0
9.2085705,6.680651,4.0563593,0.17804988,6.4463315,1.7445354,1.3439589,8.079784,4.765445,5.3311114,7.14059,4.4237933,1
8.3670225,7.372867,2.918651,-0.7921342,6.37001,0.7880362,2.421115,8.038017,5.8480883,5.2646832,6.8427844,3.5589805,1
8.0889635,6.8103986,1.6775882,2.0437076,5.177584,1.2843183,3.636743,6.9495964,5.4957075,6.1435633,6.075214,4.7348714,0
8.16887,7.688572,1.3286767,0.30603713,6.236327,0.6527133,2.6242936,8.121225,4.7449546,6.48923,7.108058,3.7338943,1
7.9877644,8.069025,2.286669,-0.55966187,6.61238,1.2792706,2.775089,8.461676,5.549699,5.6261067,6.480283,4.2389383,1
7.9638486,7.6498995,1.5822775,-0.04454944,6.0856094,0.58683586,2.3846507,8.031594,5.0871215,6.0885057,7.0662208,3.700142,0
9.408813,6.6248727,4.2016854,0.6015945,6.5045123,2.0758638,1.5973276,8.014902,4.6889014,5.5572023,7.002184,4.6009955,0
